# Instrument-source: 'Full_simple.instr'
# Date: Wed Dec 05 21 39 2018
# Ncount: 100000000
# Numpoints: 2
# Param: Omega = 0
# type: multiarray_1d(2)
# title: Scan of Omega
# xlabel: 'Omega'
# ylabel: 'Intensity'
# xvars: Omega
# yvars: (Div2d_sample_B_I,Div2d_sample_B_ERR) (Div2d_sample_I,Div2d_sample_ERR) (PSD_sample_large_I,PSD_sample_large_ERR) (PSD_sample_small_I,PSD_sample_small_ERR) (HPSD_sample_I,HPSD_sample_ERR) (VPSD_sample_I,VPSD_sample_ERR) (Hdiv_sample_I,Hdiv_sample_ERR) (Vdiv_sample_I,Vdiv_sample_ERR) (acceptance_x_divx_I,acceptance_x_divx_ERR) (acceptance_y_divy_I,acceptance_y_divy_ERR) (Lmon_sample_B_I,Lmon_sample_B_ERR) (Div2d_sample_maxdiv_I,Div2d_sample_maxdiv_ERR) (PSD_sample_maxdiv_I,PSD_sample_maxdiv_ERR) (HPSD_sample_maxdiv_I,HPSD_sample_maxdiv_ERR) (VPSD_sample_maxdiv_I,VPSD_sample_maxdiv_ERR) (Hdiv_sample_maxdiv_I,Hdiv_sample_maxdiv_ERR) (Vdiv_sample_maxdiv_I,Vdiv_sample_maxdiv_ERR) (acceptance_x_divx_maxdiv_I,acceptance_x_divx_maxdiv_ERR) (acceptance_y_divy_maxdiv_I,acceptance_y_divy_maxdiv_ERR) (ToFatSample_I,ToFatSample_ERR) (Lmon_sample_I,Lmon_sample_ERR) (TofLambdaSampleZoomOut_I,TofLambdaSampleZoomOut_ERR) (L_monSampleZoomout_I,L_monSampleZoomout_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (Sqqw_I,Sqqw_ERR) (det_I,det_ERR) (PSD_outgoing_I,PSD_outgoing_ERR) (PSD_out1_I,PSD_out1_ERR) (PSD_out2_I,PSD_out2_ERR) (PSD_out3_I,PSD_out3_ERR) (PSD_out4_I,PSD_out4_ERR) (PSD_out5_I,PSD_out5_ERR) (PSD_out6_I,PSD_out6_ERR) (PSD_out7_I,PSD_out7_ERR) (PSD_out8_I,PSD_out8_ERR) (PSD_out9_I,PSD_out9_ERR) (psd_monitor1_I,psd_monitor1_ERR) (psd_monitor2_I,psd_monitor2_ERR) (psd_monitor3_I,psd_monitor3_ERR) (psd_monitor4_I,psd_monitor4_ERR) (psd_monitor5_I,psd_monitor5_ERR) (psd_monitor6_I,psd_monitor6_ERR) (psd_monitor7_I,psd_monitor7_ERR) (psd_monitor8_I,psd_monitor8_ERR) (psd_monitor9_I,psd_monitor9_ERR) (t_monitor1_I,t_monitor1_ERR) (t_monitor2_I,t_monitor2_ERR) (t_monitor3_I,t_monitor3_ERR) (t_monitor4_I,t_monitor4_ERR) (t_monitor5_I,t_monitor5_ERR) (t_monitor6_I,t_monitor6_ERR) (t_monitor7_I,t_monitor7_ERR) (t_monitor8_I,t_monitor8_ERR) (t_monitor9_I,t_monitor9_ERR) (e_monitor1_I,e_monitor1_ERR) (e_monitor2_I,e_monitor2_ERR) (e_monitor3_I,e_monitor3_ERR) (e_monitor4_I,e_monitor4_ERR) (e_monitor5_I,e_monitor5_ERR) (e_monitor6_I,e_monitor6_ERR) (e_monitor7_I,e_monitor7_ERR) (e_monitor8_I,e_monitor8_ERR) (e_monitor9_I,e_monitor9_ERR)
# xlimits: 0 90
# filename: mccode.dat
# variables: Omega Div2d_sample_B_I Div2d_sample_B_ERR Div2d_sample_I Div2d_sample_ERR PSD_sample_large_I PSD_sample_large_ERR PSD_sample_small_I PSD_sample_small_ERR HPSD_sample_I HPSD_sample_ERR VPSD_sample_I VPSD_sample_ERR Hdiv_sample_I Hdiv_sample_ERR Vdiv_sample_I Vdiv_sample_ERR acceptance_x_divx_I acceptance_x_divx_ERR acceptance_y_divy_I acceptance_y_divy_ERR Lmon_sample_B_I Lmon_sample_B_ERR Div2d_sample_maxdiv_I Div2d_sample_maxdiv_ERR PSD_sample_maxdiv_I PSD_sample_maxdiv_ERR HPSD_sample_maxdiv_I HPSD_sample_maxdiv_ERR VPSD_sample_maxdiv_I VPSD_sample_maxdiv_ERR Hdiv_sample_maxdiv_I Hdiv_sample_maxdiv_ERR Vdiv_sample_maxdiv_I Vdiv_sample_maxdiv_ERR acceptance_x_divx_maxdiv_I acceptance_x_divx_maxdiv_ERR acceptance_y_divy_maxdiv_I acceptance_y_divy_maxdiv_ERR ToFatSample_I ToFatSample_ERR Lmon_sample_I Lmon_sample_ERR TofLambdaSampleZoomOut_I TofLambdaSampleZoomOut_ERR L_monSampleZoomout_I L_monSampleZoomout_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR Sqqw_I Sqqw_ERR det_I det_ERR PSD_outgoing_I PSD_outgoing_ERR PSD_out1_I PSD_out1_ERR PSD_out2_I PSD_out2_ERR PSD_out3_I PSD_out3_ERR PSD_out4_I PSD_out4_ERR PSD_out5_I PSD_out5_ERR PSD_out6_I PSD_out6_ERR PSD_out7_I PSD_out7_ERR PSD_out8_I PSD_out8_ERR PSD_out9_I PSD_out9_ERR psd_monitor1_I psd_monitor1_ERR psd_monitor2_I psd_monitor2_ERR psd_monitor3_I psd_monitor3_ERR psd_monitor4_I psd_monitor4_ERR psd_monitor5_I psd_monitor5_ERR psd_monitor6_I psd_monitor6_ERR psd_monitor7_I psd_monitor7_ERR psd_monitor8_I psd_monitor8_ERR psd_monitor9_I psd_monitor9_ERR t_monitor1_I t_monitor1_ERR t_monitor2_I t_monitor2_ERR t_monitor3_I t_monitor3_ERR t_monitor4_I t_monitor4_ERR t_monitor5_I t_monitor5_ERR t_monitor6_I t_monitor6_ERR t_monitor7_I t_monitor7_ERR t_monitor8_I t_monitor8_ERR t_monitor9_I t_monitor9_ERR e_monitor1_I e_monitor1_ERR e_monitor2_I e_monitor2_ERR e_monitor3_I e_monitor3_ERR e_monitor4_I e_monitor4_ERR e_monitor5_I e_monitor5_ERR e_monitor6_I e_monitor6_ERR e_monitor7_I e_monitor7_ERR e_monitor8_I e_monitor8_ERR e_monitor9_I e_monitor9_ERR
0 3.39299E+9 429152 5.42782E+9 542792 5.42801E+9 542801 5.42764E+9 542782 5.42777E+9 542789 5.42774E+9 542787 5.42737E+9 542769 5.42728E+9 542764 5.45377E+9 542779 5.42758E+9 542779 3.39254E+9 429124 5.42692E+9 542746 3.39303E+9 429155 3.39272E+9 429135 3.39269E+9 429134 4.07061E+9 470057 4.52222E+9 495446 4.07108E+9 470084 4.52283E+9 495479 5.42801E+9 542801 5.42611E+9 542706 5.42611E+9 542706 5.42801E+9 542801 7.03113E+8 486834 2.74591E+7 33363.8 1.92254E+7 23096.7 1.36833E+7 13100 1.14553E+7 8655.64 6.30373E+6 6128.69 4.65595E+6 4889.71 5.04301E+6 4224.71 2.3206E+6 2504.14 0 0 0 0 75397.6 4883.21 1.44384E+7 100274 5.81827E+7 150019 9.11418E+7 161443 7.56879E+7 162105 5.41045E+7 143383 1.54851E+8 305903 1.38275E+8 185842 14070.7 2763.18 0 0 0 0 1.35037E+9 503153 1.33722E+9 502443 2.47107E+7 19047 2.93283E+8 329860 7.43E+7 103823 2.82325E+7 33775.6 5.24877E+7 94988.5 2.4232E+8 281836 1.38115E+8 152335 1.11003E+8 48160.4 9.7912E+7 50183.8 0 0 2062.47 188.028 24086.3 219.102 99.1647 15.5441 0 0 0 0 0 0 0 0 0 0 0 0 2062.47 188.028 24086.3 219.102 99.1647 15.5441 0 0 0 0 0 0 0 0 0 0 0 0 2062.47 188.028 24086.3 219.102 99.1647 15.5441 0 0 0 0 0 0 0 0 0 0
2 3.39282E+9 429142 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.44351E+9 542780 5.42758E+9 542779 3.39238E+9 429114 5.42693E+9 542747 3.39287E+9 429145 3.39256E+9 429125 3.39253E+9 429123 4.07018E+9 470032 4.52236E+9 495453 4.07064E+9 470058 4.52298E+9 495487 5.42801E+9 542801 5.42612E+9 542706 5.42612E+9 542706 5.42801E+9 542801 7.53707E+8 600051 3.38157E+7 24170.1 2.34006E+7 21082.4 1.85449E+7 21666.1 1.38046E+7 13794.1 7.75694E+6 7748.12 4.00016E+6 5371.61 4.47414E+6 4528.14 4.21088E+6 3611.68 670974 1291.51 0 0 0 0 205191 15265.8 1.73081E+7 135164 6.51092E+7 155502 8.46104E+7 167864 6.7966E+7 173499 6.36005E+7 228658 2.93461E+8 404831 2.52312E+7 179444 3.56678E+6 87867.9 6.04605E+6 18114.5 1.34809E+9 609298 1.33497E+9 608713 2.87582E+7 15703.5 2.88081E+8 360807 8.37142E+7 135366 3.17549E+7 26037.9 5.69105E+7 214313 2.36817E+8 351422 1.74035E+8 221302 9.72559E+7 41978.8 9.55014E+7 40326.2 0 0 4432.58 174.246 25001.9 185.518 0 0 18.6959 18.6959 0 0 0 0 0 0 0 0 0 0 4432.58 174.246 25001.9 185.518 0 0 18.6959 18.6959 0 0 0 0 0 0 0 0 0 0 4432.58 174.246 25001.9 185.518 0 0 0 0 0 0 0 0 0 0 0 0
4 3.39278E+9 429139 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42776E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.43909E+9 542779 5.42759E+9 542780 3.39233E+9 429111 5.42693E+9 542747 3.39283E+9 429142 3.39251E+9 429122 3.39249E+9 429121 4.0702E+9 470033 4.52246E+9 495459 4.07066E+9 470059 4.52308E+9 495493 5.42801E+9 542801 5.42612E+9 542706 5.42612E+9 542706 5.42801E+9 542801 7.83294E+8 899133 4.08437E+7 20949.5 3.18173E+7 18535.4 2.40109E+7 16388.5 1.9475E+7 18369.7 1.14812E+7 14235.1 4.18667E+6 6949.76 3.7857E+6 5003.96 3.87753E+6 3954.46 2.66154E+6 2710.09 49475.5 336.43 0 0 0 0 332420 20607.6 2.20195E+7 113918 7.26922E+7 161824 7.58215E+7 178096 6.11E+7 192233 2.07503E+8 426819 1.50527E+8 347845 2.92433E+7 346039 1.03438E+7 524371 1.36429E+9 927746 1.35121E+9 927363 3.66429E+7 20252.7 2.81327E+8 401629 1.01747E+8 178076 3.7087E+7 26268.8 5.09171E+7 631922 2.15778E+8 463367 2.11887E+8 260265 8.36761E+7 37083.5 1.00741E+8 38061 0 0 5404.03 116.401 29168.8 197.783 0 0 0 0 0 0 14.9764 14.9764 0 0 0 0 0 0 5404.03 116.401 29168.8 197.783 0 0 0 0 0 0 14.9764 14.9764 0 0 0 0 0 0 5404.03 116.401 29168.8 197.783 0 0 0 0 0 0 0 0 0 0 0 0
6 3.39234E+9 429111 5.42783E+9 542792 5.42801E+9 542801 5.42764E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.4394E+9 542779 5.42759E+9 542780 3.3919E+9 429084 5.42693E+9 542747 3.39239E+9 429114 3.39207E+9 429094 3.39206E+9 429094 4.07042E+9 470045 4.52177E+9 495421 4.07087E+9 470071 4.52238E+9 495455 5.42801E+9 542801 5.42612E+9 542706 5.42612E+9 542706 5.42801E+9 542801 7.6365E+8 919877 3.45717E+7 20821.2 3.29116E+7 19187.1 3.07783E+7 18147.4 2.70869E+7 16482.9 1.81998E+7 15241.9 6.94134E+6 12673.2 3.14564E+6 6373.82 3.22169E+6 4361.42 3.03307E+6 3244.5 1.15407E+6 1697.23 50.6601 11.977 6.07193 3.5599 0 0 809208 33033.5 3.03324E+7 130854 7.64654E+7 175592 6.74436E+7 195755 6.72023E+7 270550 2.97888E+8 551004 3.77124E+7 379458 1.2935E+7 485299 1.38616E+9 1.01948E+6 1.37307E+9 1.01914E+6 4.86051E+7 22789 2.71687E+8 464698 1.24506E+8 230434 4.31528E+7 27561.5 3.87806E+7 438002 1.72855E+8 727565 2.47704E+8 328355 7.55889E+7 52603.2 1.07806E+8 39509.8 0 0 94932.5 1164.22 28684.1 193.909 6830.05 353.925 0 0 52408.6 982.344 0 0 10737.6 395.102 0 0 0 0 94932.5 1164.22 28684.1 193.909 6830.05 353.925 0 0 52408.6 982.344 0 0 10737.6 395.102 0 0 0 0 4169.25 80.4792 28684.1 193.909 0 0 0 0 0 0 0 0 0 0 0 0
8 3.39223E+9 429104 5.42783E+9 542792 5.42801E+9 542801 5.42764E+9 542782 5.42777E+9 542789 5.42775E+9 542788 5.42737E+9 542769 5.42728E+9 542764 5.44111E+9 542779 5.42758E+9 542779 3.39178E+9 429076 5.42692E+9 542746 3.39228E+9 429107 3.39196E+9 429087 3.39195E+9 429086 4.07002E+9 470022 4.52187E+9 495426 4.07048E+9 470049 4.52248E+9 495460 5.42801E+9 542801 5.42611E+9 542706 5.42611E+9 542706 5.42801E+9 542801 7.77079E+8 1.04267E+6 3.22361E+7 22137.2 3.32178E+7 20266.9 3.12751E+7 18279.3 2.77726E+7 16549.5 2.40539E+7 15374.2 1.54142E+7 13789.1 5.32102E+6 11695.4 3.17674E+6 7458.58 3.32396E+6 4939.96 2.75057E+6 3147.04 652236 1396.79 191535 661.831 9372.59 131.846 0 0 2.0481E+6 45064.6 4.35557E+7 161076 7.39735E+7 205906 5.99773E+7 219380 2.21989E+8 570846 1.59422E+8 573652 2.08064E+7 557401 1.5393E+9 1.19131E+6 1.52622E+9 1.19101E+6 8.25981E+7 167372 2.98441E+8 578663 1.45163E+8 327016 6.0464E+7 32409.3 6.59653E+7 238498 1.413E+8 863539 2.71018E+8 434311 7.42145E+7 96011 1.16582E+8 45467.3 6562.59 129.202 1.00407E+6 3832.59 17459.4 168.929 9967.48 420.027 745974 3425.98 893061 4184.42 16.5462 16.5462 73633.3 748.135 3.25951 2.32092 6562.59 129.202 1.00407E+6 3832.59 17459.4 168.929 9967.48 420.027 745974 3425.98 893061 4184.42 16.5462 16.5462 73633.3 748.135 3.25951 2.32092 0 0 1212.52 38.011 16868.2 144.396 0 0 0 0 0 0 0 0 35587 234.48 3.25951 2.32092
10 3.39224E+9 429105 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.4321E+9 542779 5.42758E+9 542779 3.3918E+9 429077 5.42692E+9 542746 3.39229E+9 429108 3.39197E+9 429088 3.39195E+9 429087 4.07007E+9 470025 4.52183E+9 495425 4.07053E+9 470052 4.52245E+9 495458 5.42801E+9 542801 5.42611E+9 542706 5.42611E+9 542706 5.42801E+9 542801 6.98482E+8 1.17861E+6 3.14362E+7 32359.9 2.81152E+7 24167.1 2.89991E+7 20611.9 2.6322E+7 17648.4 2.21684E+7 15394.8 1.67824E+7 13566 9.64508E+6 12086.1 5.01586E+6 10245.5 2.35796E+6 5722.16 2.60939E+6 4721.3 1.79673E+6 2733.46 492438 1284.37 247146 734.63 7351.56 115.417 0 0 5.31271E+6 72919.6 5.74251E+7 178347 6.56098E+7 218831 8.07993E+7 362035 2.62114E+8 790710 3.87986E+7 737598 1.52869E+9 1.37333E+6 1.51557E+9 1.37307E+6 9.3301E+7 220832 2.63048E+8 738473 1.57158E+8 362913 6.17739E+7 32939.6 6.98193E+7 147163 1.24936E+8 897299 2.58477E+8 684942 9.87482E+7 168615 1.17575E+8 55776.1 6310.11 136.096 880720 3605.38 72547.7 7603.67 1092.57 139.348 375849 2464.39 640324 3336.74 34.0519 34.0519 55190.5 736.548 80081.7 407.481 6310.11 136.096 880720 3605.38 72547.7 7603.67 1092.57 139.348 375849 2464.39 640324 3336.74 34.0519 34.0519 55190.5 736.548 80081.7 407.481 0 0 0 0 72538.8 7603.66 0 0 0 0 0 0 0 0 22685.3 337.89 80081.7 407.481
12 3.39251E+9 429122 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.42758E+9 542779 5.42758E+9 542780 3.39207E+9 429094 5.42693E+9 542747 3.39255E+9 429125 3.39225E+9 429105 3.39223E+9 429104 4.07016E+9 470030 4.52212E+9 495440 4.07061E+9 470056 4.52272E+9 495473 5.42801E+9 542801 5.42613E+9 542707 5.42613E+9 542707 5.42801E+9 542801 6.09781E+8 1.30309E+6 4.06896E+7 37211 2.48471E+7 30280.9 2.38845E+7 25125 2.4634E+7 22975.8 2.14864E+7 18955.6 1.68851E+7 15016.7 9.60763E+6 12062.7 5.76291E+6 10133.5 3.6551E+6 8589.87 1.68961E+6 4321.88 1.83145E+6 4063.34 1.00052E+6 2458.35 504118 1283.24 225337 687.047 1062.09 42.8804 0 0 1.28107E+7 106348 6.51814E+7 215420 5.73729E+7 263724 1.98528E+8 775057 8.32131E+7 982237 1.4749E+9 1.45668E+6 1.46178E+9 1.45643E+6 1.0392E+8 35936.4 1.93303E+8 943122 1.65002E+8 460319 6.01407E+7 32834.6 6.45179E+7 88757.6 1.4058E+8 427349 2.04621E+8 905702 1.37427E+8 267400 1.07047E+8 58931.8 13465.2 222.087 733055 3288.21 4.79544E+6 88552.6 21.09 21.09 389544 2659.6 319858 2391.16 51.5012 39.7846 134962 1367.68 45433.1 437.962 13465.2 222.087 733055 3288.21 4.79544E+6 88552.6 21.09 21.09 389544 2659.6 319858 2391.16 51.5012 39.7846 134962 1367.68 45433.1 437.962 0 0 0 0 4.79544E+6 88552.6 0 0 0 0 0 0 0 0 19095.8 315.63 45433.1 437.962
14 3.39291E+9 429147 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42737E+9 542769 5.42728E+9 542764 5.42758E+9 542779 5.42758E+9 542779 3.39246E+9 429119 5.42691E+9 542746 3.39295E+9 429150 3.39264E+9 429130 3.39262E+9 429129 4.07042E+9 470046 4.5222E+9 495445 4.07089E+9 470072 4.52282E+9 495478 5.42801E+9 542801 5.4261E+9 542705 5.4261E+9 542705 5.42801E+9 542801 5.02739E+8 1.34948E+6 6.8872E+7 43431.8 2.90159E+7 28565.1 1.85145E+7 22143.7 1.91136E+7 20035.4 1.91867E+7 19467.5 1.60105E+7 17880.4 1.0256E+7 15573.2 4.54685E+6 10607.2 2.74946E+6 7438.39 1.67109E+6 5609.07 1.04135E+6 2733.85 1.09619E+6 3281.02 665294 2401.4 520501 1273.74 140399 531.047 0 0 0 0 2.8691E+7 157775 6.24397E+7 272290 9.70152E+7 582234 1.05366E+8 1.17366E+6 1.38541E+9 1.54836E+6 1.37229E+9 1.54813E+6 1.2475E+8 42651.5 1.12019E+8 999768 1.61839E+8 598366 5.74772E+7 32512.4 6.15757E+7 62190.5 1.32885E+8 237605 1.78773E+8 924522 1.6857E+8 438911 7.14008E+7 36348.2 47750.5 503.65 468930 2726.29 1.17464E+7 200117 0 0 718633 3930.64 54573 1034.36 442952 2795.33 317075 2086.84 53971.3 229.296 47750.5 503.65 468930 2726.29 1.17464E+7 200117 0 0 718633 3930.64 54573 1034.36 442952 2795.33 317075 2086.84 53971.3 229.296 0 0 0 0 1.17464E+7 200117 0 0 0 0 0 0 0 0 8610.73 110.491 53959.4 228.986
16 3.39234E+9 429111 5.42783E+9 542792 5.42801E+9 542801 5.42764E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42737E+9 542769 5.42728E+9 542764 5.42758E+9 542779 5.42758E+9 542779 3.39189E+9 429083 5.42693E+9 542747 3.39238E+9 429114 3.39206E+9 429094 3.39205E+9 429093 4.06978E+9 470008 4.5223E+9 495450 4.07024E+9 470035 4.52291E+9 495484 5.42801E+9 542801 5.42612E+9 542706 5.42612E+9 542706 5.42801E+9 542801 4.31963E+8 1.21481E+6 9.87448E+7 47497.5 4.30147E+7 30366.2 2.3903E+7 20701.4 1.55439E+7 12611.4 1.62816E+7 9884.68 1.48051E+7 8426.5 1.02906E+7 6750.42 3.7413E+6 4235.78 1.83573E+6 2611.42 1.06805E+6 2334.33 940384 3308.8 672940 1904.46 742846 2498.47 602201 2244.82 476775 1180.53 60038.8 339.522 0 0 873753 35053.3 4.51932E+7 219236 5.81894E+7 398436 7.64499E+7 1.12374E+6 1.31824E+9 1.57604E+6 1.30517E+9 1.57581E+6 1.50122E+8 51698.4 7.53949E+7 942281 1.32723E+8 783086 5.55503E+7 32690.1 6.09902E+7 50115.1 1.18354E+8 157074 1.81041E+8 768907 1.6271E+8 705388 5.80522E+7 25910.9 210666 1324.96 52939.3 956.714 8.25104E+6 249029 5716.35 344.243 1.05848E+6 5055.04 0 0 830706 3643.26 186734 1432.86 45735.2 377.036 210666 1324.96 52939.3 956.714 8.25104E+6 249029 5716.35 344.243 1.05848E+6 5055.04 0 0 830706 3643.26 186734 1432.86 45735.2 377.036 0 0 0 0 8.25104E+6 249029 0 0 0 0 0 0 0 0 0 0 33945.1 148.177
18 3.39288E+9 429145 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.42758E+9 542779 5.42759E+9 542780 3.39244E+9 429118 5.42693E+9 542747 3.39292E+9 429148 3.39261E+9 429128 3.39259E+9 429127 4.07032E+9 470040 4.52237E+9 495454 4.07078E+9 470066 4.52299E+9 495488 5.42801E+9 542801 5.42612E+9 542706 5.42612E+9 542706 5.42801E+9 542801 3.86326E+8 1.03926E+6 8.74041E+7 54365.1 7.58166E+7 45004.1 3.40384E+7 27343.2 2.12764E+7 18484.3 1.42653E+7 11054.1 1.48432E+7 8990.96 1.21975E+7 7180.97 5.92205E+6 5548.28 2.32052E+6 3730.59 1.60454E+6 2642.46 952108 2071.33 858303 2502.06 977169 1924.91 698213 2180.89 559944 1988.59 352299 987.514 16847.8 174.668 0 0 7.75788E+6 105326 4.7965E+7 313646 4.02929E+7 981622 1.34214E+9 1.54631E+6 1.32903E+9 1.54608E+6 1.77047E+8 71257 9.12076E+7 898128 1.01185E+8 823849 5.52221E+7 33939.8 5.91426E+7 44683 1.04345E+8 107724 1.9371E+8 327365 1.67391E+8 907893 5.56667E+7 88856.1 514398 2397.93 0 0 1.5955E+6 273152 323553 2698.44 1.28878E+6 5672.9 1.05189E+6 7671.71 5.49418E+6 38209.4 1.21464E+6 90558.6 18938.1 418.021 514398 2397.93 0 0 1.5955E+6 273152 323553 2698.44 1.28878E+6 5672.9 1.05189E+6 7671.71 5.49418E+6 38209.4 1.21464E+6 90558.6 18938.1 418.021 0 0 0 0 1.5955E+6 273152 0 0 0 0 1.05189E+6 7671.71 4.66262E+6 38022.2 1.19141E+6 90605.7 0 0
