# Instrument-source: 'Full_simple_noSqq.instr'
# Date: Sun Dec 09 22 02 2018
# Ncount: 100000000
# Numpoints: 2
# Param: Omega = 0
# type: multiarray_1d(2)
# title: Scan of Omega
# xlabel: 'Omega'
# ylabel: 'Intensity'
# xvars: Omega
# yvars: (Div2d_sample_B_I,Div2d_sample_B_ERR) (Div2d_sample_I,Div2d_sample_ERR) (PSD_sample_large_I,PSD_sample_large_ERR) (PSD_sample_small_I,PSD_sample_small_ERR) (HPSD_sample_I,HPSD_sample_ERR) (VPSD_sample_I,VPSD_sample_ERR) (Hdiv_sample_I,Hdiv_sample_ERR) (Vdiv_sample_I,Vdiv_sample_ERR) (acceptance_x_divx_I,acceptance_x_divx_ERR) (acceptance_y_divy_I,acceptance_y_divy_ERR) (Lmon_sample_B_I,Lmon_sample_B_ERR) (Div2d_sample_maxdiv_I,Div2d_sample_maxdiv_ERR) (PSD_sample_maxdiv_I,PSD_sample_maxdiv_ERR) (HPSD_sample_maxdiv_I,HPSD_sample_maxdiv_ERR) (VPSD_sample_maxdiv_I,VPSD_sample_maxdiv_ERR) (Hdiv_sample_maxdiv_I,Hdiv_sample_maxdiv_ERR) (Vdiv_sample_maxdiv_I,Vdiv_sample_maxdiv_ERR) (acceptance_x_divx_maxdiv_I,acceptance_x_divx_maxdiv_ERR) (acceptance_y_divy_maxdiv_I,acceptance_y_divy_maxdiv_ERR) (ToFatSample_I,ToFatSample_ERR) (Lmon_sample_I,Lmon_sample_ERR) (TofLambdaSampleZoomOut_I,TofLambdaSampleZoomOut_ERR) (L_monSampleZoomout_I,L_monSampleZoomout_ERR) (det_I,det_ERR) (PSD_outgoing_I,PSD_outgoing_ERR) (PSD_out1_I,PSD_out1_ERR) (PSD_out2_I,PSD_out2_ERR) (PSD_out3_I,PSD_out3_ERR) (PSD_out4_I,PSD_out4_ERR) (PSD_out5_I,PSD_out5_ERR) (PSD_out6_I,PSD_out6_ERR) (PSD_out7_I,PSD_out7_ERR) (PSD_out8_I,PSD_out8_ERR) (PSD_out9_I,PSD_out9_ERR) (psd_monitor1_I,psd_monitor1_ERR) (psd_monitor2_I,psd_monitor2_ERR) (psd_monitor3_I,psd_monitor3_ERR) (psd_monitor4_I,psd_monitor4_ERR) (psd_monitor5_I,psd_monitor5_ERR) (psd_monitor6_I,psd_monitor6_ERR) (psd_monitor7_I,psd_monitor7_ERR) (psd_monitor8_I,psd_monitor8_ERR) (psd_monitor9_I,psd_monitor9_ERR) (t_monitor1_I,t_monitor1_ERR) (t_monitor2_I,t_monitor2_ERR) (t_monitor3_I,t_monitor3_ERR) (t_monitor4_I,t_monitor4_ERR) (t_monitor5_I,t_monitor5_ERR) (t_monitor6_I,t_monitor6_ERR) (t_monitor7_I,t_monitor7_ERR) (t_monitor8_I,t_monitor8_ERR) (t_monitor9_I,t_monitor9_ERR) (e_monitor1_I,e_monitor1_ERR) (e_monitor2_I,e_monitor2_ERR) (e_monitor3_I,e_monitor3_ERR) (e_monitor4_I,e_monitor4_ERR) (e_monitor5_I,e_monitor5_ERR) (e_monitor6_I,e_monitor6_ERR) (e_monitor7_I,e_monitor7_ERR) (e_monitor8_I,e_monitor8_ERR) (e_monitor9_I,e_monitor9_ERR)
# xlimits: 0 90
# filename: mccode.dat
# variables: Omega Div2d_sample_B_I Div2d_sample_B_ERR Div2d_sample_I Div2d_sample_ERR PSD_sample_large_I PSD_sample_large_ERR PSD_sample_small_I PSD_sample_small_ERR HPSD_sample_I HPSD_sample_ERR VPSD_sample_I VPSD_sample_ERR Hdiv_sample_I Hdiv_sample_ERR Vdiv_sample_I Vdiv_sample_ERR acceptance_x_divx_I acceptance_x_divx_ERR acceptance_y_divy_I acceptance_y_divy_ERR Lmon_sample_B_I Lmon_sample_B_ERR Div2d_sample_maxdiv_I Div2d_sample_maxdiv_ERR PSD_sample_maxdiv_I PSD_sample_maxdiv_ERR HPSD_sample_maxdiv_I HPSD_sample_maxdiv_ERR VPSD_sample_maxdiv_I VPSD_sample_maxdiv_ERR Hdiv_sample_maxdiv_I Hdiv_sample_maxdiv_ERR Vdiv_sample_maxdiv_I Vdiv_sample_maxdiv_ERR acceptance_x_divx_maxdiv_I acceptance_x_divx_maxdiv_ERR acceptance_y_divy_maxdiv_I acceptance_y_divy_maxdiv_ERR ToFatSample_I ToFatSample_ERR Lmon_sample_I Lmon_sample_ERR TofLambdaSampleZoomOut_I TofLambdaSampleZoomOut_ERR L_monSampleZoomout_I L_monSampleZoomout_ERR det_I det_ERR PSD_outgoing_I PSD_outgoing_ERR PSD_out1_I PSD_out1_ERR PSD_out2_I PSD_out2_ERR PSD_out3_I PSD_out3_ERR PSD_out4_I PSD_out4_ERR PSD_out5_I PSD_out5_ERR PSD_out6_I PSD_out6_ERR PSD_out7_I PSD_out7_ERR PSD_out8_I PSD_out8_ERR PSD_out9_I PSD_out9_ERR psd_monitor1_I psd_monitor1_ERR psd_monitor2_I psd_monitor2_ERR psd_monitor3_I psd_monitor3_ERR psd_monitor4_I psd_monitor4_ERR psd_monitor5_I psd_monitor5_ERR psd_monitor6_I psd_monitor6_ERR psd_monitor7_I psd_monitor7_ERR psd_monitor8_I psd_monitor8_ERR psd_monitor9_I psd_monitor9_ERR t_monitor1_I t_monitor1_ERR t_monitor2_I t_monitor2_ERR t_monitor3_I t_monitor3_ERR t_monitor4_I t_monitor4_ERR t_monitor5_I t_monitor5_ERR t_monitor6_I t_monitor6_ERR t_monitor7_I t_monitor7_ERR t_monitor8_I t_monitor8_ERR t_monitor9_I t_monitor9_ERR e_monitor1_I e_monitor1_ERR e_monitor2_I e_monitor2_ERR e_monitor3_I e_monitor3_ERR e_monitor4_I e_monitor4_ERR e_monitor5_I e_monitor5_ERR e_monitor6_I e_monitor6_ERR e_monitor7_I e_monitor7_ERR e_monitor8_I e_monitor8_ERR e_monitor9_I e_monitor9_ERR
0 3.39275E+9 429137 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42737E+9 542769 5.42728E+9 542764 5.42758E+9 542779 5.42758E+9 542780 3.39231E+9 429109 5.42692E+9 542746 3.39279E+9 429140 3.39248E+9 429120 3.39247E+9 429119 4.07007E+9 470025 4.5223E+9 495450 4.07053E+9 470052 4.52292E+9 495484 5.42801E+9 542801 5.42613E+9 542707 5.42613E+9 542707 5.42801E+9 542801 2.9427E+9 1.69285E+6 2.9296E+9 1.69264E+6 1.45655E+8 82834.1 3.73834E+8 768983 4.20495E+8 696501 9.14394E+7 106366 1.48415E+8 779126 3.90617E+8 902993 4.72664E+8 564849 1.89554E+8 158981 2.17023E+8 117347 269503 1411.76 546171 4439.2 1.17652E+6 8509 112143 3081.17 1.08148E+6 6160.91 637037 5094.73 195546 2612.24 149317 3589.57 767869 8670.32 269503 1411.76 546171 4439.2 1.17652E+6 8509 112143 3081.17 1.08148E+6 6160.91 637037 5094.73 195546 2612.24 149317 3589.57 767869 8670.32 0 0 0 0 26089.8 985.691 52436.9 1141.39 0 0 0 0 0 0 0 0 0 0
1 3.39253E+9 429123 5.42782E+9 542791 5.42801E+9 542801 5.42764E+9 542782 5.42777E+9 542789 5.42775E+9 542788 5.42737E+9 542769 5.42729E+9 542765 5.42758E+9 542779 5.42758E+9 542779 3.39209E+9 429096 5.42692E+9 542746 3.39258E+9 429126 3.39227E+9 429107 3.39224E+9 429105 4.07004E+9 470023 4.52217E+9 495443 4.0705E+9 470050 4.52279E+9 495477 5.42801E+9 542801 5.42611E+9 542706 5.42611E+9 542706 5.42801E+9 542801 2.89878E+9 1.91714E+6 2.88565E+9 1.91695E+6 1.23783E+8 67089.6 3.53179E+8 802504 4.34979E+8 749882 1.00681E+8 124208 1.31895E+8 965965 3.7341E+8 1.0692E+6 4.91193E+8 618149 1.92105E+8 186274 2.1715E+8 118080 299238 1568.85 494914 4110.04 1.01102E+6 10383.6 111953 7842.07 1.09718E+6 6141.87 834595 5826 167238 2352.21 982429 10490.5 770489 10248.4 299238 1568.85 494914 4110.04 1.01102E+6 10383.6 111953 7842.07 1.09718E+6 6141.87 834595 5826 167238 2352.21 982429 10490.5 770489 10248.4 0 0 0 0 24998.1 797.783 44886.3 925.776 0 0 0 0 0 0 0 0 0 0
2 3.39266E+9 429131 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.42759E+9 542780 5.42758E+9 542779 3.39222E+9 429104 5.42693E+9 542747 3.3927E+9 429134 3.39239E+9 429115 3.39238E+9 429114 4.07011E+9 470028 4.52249E+9 495460 4.07057E+9 470054 4.52309E+9 495493 5.42801E+9 542801 5.42613E+9 542707 5.42613E+9 542707 5.42801E+9 542801 2.85781E+9 2.1104E+6 2.84475E+9 2.11023E+6 1.10626E+8 48968.8 3.30897E+8 802006 4.43714E+8 794031 1.11414E+8 129472 1.15007E+8 1.0753E+6 3.48756E+8 1.25959E+6 5.05482E+8 678544 2.00089E+8 235969 2.19906E+8 141799 338154 1781.09 449251 3769.26 924008 7453.49 85287.2 5363.56 1.10203E+6 6100.85 971801 6244.97 132901 2106.76 1.74037E+6 27337.6 811024 16218 338154 1781.09 449251 3769.26 924008 7453.49 85287.2 5363.56 1.10203E+6 6100.85 971801 6244.97 132901 2106.76 1.74037E+6 27337.6 811024 16218 0 0 0 0 23703.1 628.695 38356.2 893.147 0 0 0 0 0 0 0 0 0 0
3 3.39289E+9 429146 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.42759E+9 542780 5.42758E+9 542779 3.39245E+9 429118 5.42693E+9 542747 3.39294E+9 429149 3.39263E+9 429129 3.3926E+9 429128 4.07063E+9 470058 4.52195E+9 495431 4.07108E+9 470084 4.52256E+9 495464 5.42801E+9 542801 5.42613E+9 542707 5.42613E+9 542707 5.42801E+9 542801 2.852E+9 2.59021E+6 2.83892E+9 2.59007E+6 1.12064E+8 40047.1 3.13545E+8 838937 4.55081E+8 856257 1.20077E+8 130589 1.07399E+8 1.44729E+6 3.14501E+8 1.8371E+6 5.12224E+8 745139 2.1783E+8 307588 2.26472E+8 177536 393912 2061.88 395659 3378.98 897760 5084.13 104460 5861.55 1.13502E+6 6163.88 1.08389E+6 6589.81 100536 1892.36 2.08404E+6 38518 868843 38060.8 393912 2061.88 395659 3378.98 897760 5084.13 104460 5861.55 1.13502E+6 6163.88 1.08389E+6 6589.81 100536 1892.36 2.08404E+6 38518 868843 38060.8 0 0 0 0 22398.5 477.21 30811.6 578.322 0 0 0 0 0 0 0 0 0 0
4 3.39244E+9 429117 5.42782E+9 542792 5.42801E+9 542801 5.42764E+9 542782 5.42777E+9 542789 5.42775E+9 542788 5.42737E+9 542769 5.42728E+9 542764 5.42758E+9 542779 5.42758E+9 542779 3.39199E+9 429089 5.42693E+9 542747 3.39248E+9 429120 3.39217E+9 429100 3.39214E+9 429099 4.06995E+9 470018 4.52249E+9 495460 4.07042E+9 470045 4.5231E+9 495494 5.42801E+9 542801 5.42611E+9 542706 5.42611E+9 542706 5.42801E+9 542801 2.88082E+9 2.65696E+6 2.86768E+9 2.65683E+6 1.2292E+8 43443.7 2.96045E+8 882858 4.59392E+8 916362 1.28659E+8 126817 1.21785E+8 974446 2.6663E+8 1.96624E+6 5.12782E+8 825572 2.45495E+8 364481 2.37853E+8 215408 460135 2395.93 365187 3093.99 898138 5117.72 487285 10197 1.16651E+6 6234.93 1.16355E+6 6822.91 70319.4 1663.5 2.54086E+6 38467.1 928828 42114.9 460135 2395.93 365187 3093.99 898138 5117.72 487285 10197 1.16651E+6 6234.93 1.16355E+6 6822.91 70319.4 1663.5 2.54086E+6 38467.1 928828 42114.9 0 0 0 0 20480.2 398.278 19808.3 424.802 0 0 0 0 0 0 0 0 0 0
5 3.3925E+9 429121 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.42758E+9 542779 5.42759E+9 542780 3.39206E+9 429093 5.42694E+9 542747 3.39254E+9 429124 3.39223E+9 429104 3.39222E+9 429103 4.07023E+9 470034 4.5223E+9 495450 4.07068E+9 470060 4.52291E+9 495483 5.42801E+9 542801 5.42613E+9 542707 5.42613E+9 542707 5.42801E+9 542801 2.94163E+9 2.99991E+6 2.92848E+9 2.99979E+6 1.3555E+8 47625 2.78237E+8 965970 4.64599E+8 959955 1.38879E+8 131144 1.41072E+8 498459 2.41722E+8 2.44507E+6 5.01093E+8 914753 2.70814E+8 414420 2.54835E+8 234927 553516 2815.54 328276 2768.31 928461 5334.3 982625 16206.9 1.20461E+6 6406.46 1.10823E+6 6728.34 54118.3 1613.64 1.25678E+6 17017.9 1.04779E+6 28612.6 553516 2815.54 328276 2768.31 928461 5334.3 982625 16206.9 1.20461E+6 6406.46 1.10823E+6 6728.34 54118.3 1613.64 1.25678E+6 17017.9 1.04779E+6 28612.6 0 0 0 0 19878.4 356.591 12191.2 316.48 0 0 0 0 0 0 0 0 0 0
6 3.39281E+9 429141 5.42783E+9 542792 5.42801E+9 542801 5.42764E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42737E+9 542769 5.42728E+9 542764 5.42758E+9 542779 5.42758E+9 542779 3.39236E+9 429112 5.42692E+9 542746 3.39285E+9 429144 3.39254E+9 429124 3.39251E+9 429122 4.07021E+9 470033 4.52241E+9 495456 4.07068E+9 470060 4.52303E+9 495490 5.42801E+9 542801 5.4261E+9 542705 5.4261E+9 542705 5.42801E+9 542801 3.00789E+9 2.88041E+6 2.99475E+9 2.88029E+6 1.51023E+8 52930.7 2.60931E+8 980194 4.7096E+8 1.03233E+6 1.55718E+8 146252 1.77306E+8 295908 2.18923E+8 2.22415E+6 4.74272E+8 1.03993E+6 2.82001E+8 456791 2.86681E+8 297881 654099 3242.32 293412 2433.11 967832 5696.46 1.72137E+6 25610.3 1.25365E+6 6587.2 813103 5898.65 33869.6 1514.96 665045 5583.44 1.33601E+6 28876.6 654099 3242.32 293412 2433.11 967832 5696.46 1.72137E+6 25610.3 1.25365E+6 6587.2 813103 5898.65 33869.6 1514.96 665045 5583.44 1.33601E+6 28876.6 0 0 0 0 19300 331.028 5823.21 220.9 0 0 0 0 0 0 0 0 0 0
7 3.39228E+9 429107 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42738E+9 542770 5.42729E+9 542765 5.42759E+9 542780 5.42758E+9 542779 3.39184E+9 429080 5.42693E+9 542747 3.39232E+9 429110 3.39201E+9 429091 3.39199E+9 429089 4.06993E+9 470017 4.52203E+9 495435 4.07039E+9 470044 4.52263E+9 495468 5.42801E+9 542801 5.42613E+9 542707 5.42613E+9 542707 5.42801E+9 542801 3.01619E+9 2.93571E+6 3.00314E+9 2.93559E+6 1.70732E+8 61173.9 2.41211E+8 1.05505E+6 4.73358E+8 1.13117E+6 1.55039E+8 126182 1.9729E+8 205521 2.11693E+8 2.12155E+6 4.38847E+8 1.25072E+6 2.91685E+8 501407 3.08031E+8 322581 771269 3352.33 264172 1986.92 1.0223E+6 5618.68 1.88747E+6 19936.2 1.30474E+6 6040.68 667804 4659.16 18225.4 1586.89 565382 4968.49 1.41099E+6 32483.2 771269 3352.33 264172 1986.92 1.0223E+6 5618.68 1.88747E+6 19936.2 1.30474E+6 6040.68 667804 4659.16 18225.4 1586.89 565382 4968.49 1.41099E+6 32483.2 0 0 0 0 19926.9 306.857 1935.64 145.547 0 0 0 0 0 0 976.982 83.4195 0 0
8 3.39246E+9 429119 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42776E+9 542788 5.42738E+9 542769 5.42729E+9 542765 5.42758E+9 542779 5.42759E+9 542780 3.39202E+9 429091 5.42693E+9 542747 3.39251E+9 429122 3.3922E+9 429102 3.39218E+9 429101 4.06988E+9 470014 4.52248E+9 495460 4.07034E+9 470041 4.52309E+9 495493 5.42801E+9 542801 5.42613E+9 542707 5.42613E+9 542707 5.42801E+9 542801 2.954E+9 2.8256E+6 2.9409E+9 2.82547E+6 1.9694E+8 77134.8 2.25112E+8 1.05701E+6 4.74501E+8 1.21515E+6 1.36711E+8 80465.5 1.67248E+8 127405 2.18678E+8 1.70024E+6 3.83979E+8 1.48326E+6 3.14557E+8 565816 3.09082E+8 330795 891231 3067.65 231841 1497.53 1.08269E+6 5296.98 1.09697E+6 9106.44 1.37597E+6 5699.5 595768 3284.92 11627.5 2406.08 512989 4744.12 1.61169E+6 26014.1 891231 3067.65 231841 1497.53 1.08269E+6 5296.98 1.09697E+6 9106.44 1.37597E+6 5699.5 595768 3284.92 11627.5 2406.08 512989 4744.12 1.61169E+6 26014.1 0 0 0 0 18521.9 263.387 136.126 34.896 0 0 0 0 0 0 5411.75 219.378 19944 414.535
9 3.39217E+9 429100 5.42783E+9 542792 5.42801E+9 542801 5.42765E+9 542783 5.42777E+9 542789 5.42775E+9 542788 5.42737E+9 542769 5.42728E+9 542764 5.42758E+9 542779 5.42757E+9 542779 3.39172E+9 429072 5.42692E+9 542746 3.39221E+9 429103 3.3919E+9 429083 3.39187E+9 429082 4.06991E+9 470016 4.52194E+9 495430 4.07037E+9 470043 4.52255E+9 495464 5.42801E+9 542801 5.4261E+9 542705 5.4261E+9 542705 5.42801E+9 542801 2.90899E+9 3.14809E+6 2.89589E+9 3.14798E+6 2.27438E+8 98306.9 2.03451E+8 1.15464E+6 4.75692E+8 1.31439E+6 1.27565E+8 71022.3 1.48634E+8 98353 2.43384E+8 1.73483E+6 3.32179E+8 2.2099E+6 3.43395E+8 671740 2.95726E+8 339672 1.01956E+6 3276.42 198338 1249.43 1.15775E+6 5740.56 781267 6977.61 1.44153E+6 6130.41 572486 3804.48 105018 1848.68 495348 5356.78 1.7001E+6 22429.2 1.01956E+6 3276.42 198338 1249.43 1.15775E+6 5740.56 781267 6977.61 1.44153E+6 6130.41 572486 3804.48 105018 1848.68 495348 5356.78 1.7001E+6 22429.2 0 0 0 0 12722.6 213.111 0 0 0 0 0 0 0 0 7435.86 329.369 74367.1 812.64
